tweet,sentiment
"check it out! --> report: steelers can't find hotel, to travel sun.",negative
"everton at fulham: q&a with cottagers confidential - everton travel to fulham on saturday, and we talked to kris...",neutral
"just throwing it out there, huntsman was the only candidate, including 3rd parties, who had all 3 on his platform.",neutral
demba ba is a doubt for newcastle utd's trip to anfield on sunday after he limped off yesterday. the problem...,negative
the blazers aint shit tho lmao wait for the hawks game tomorrow,neutral
did you buy or rent ? will discuss on skype all this :) sat :),positive
""" : drake may not be the best to y'all but to me he is!"" & meeee",positive
"""my pain may be the reason for somebody's laugh, but my laugh must never be the reason for somebody's pain.""",neutral
"get the concords in december, get my camaro into an accident with a brand new civic and get a ticket on top of it",negative
this has to be the 30th time grown ups has been on fx in the past 3 weeks,neutral
"for throwback thursday, elvis and the beatles...two huge icons. which do you like better? discuss!",neutral
dwight howard is dominating this game 29 pts & 9 rebs with 15 minutes left in the game (3 mins in 3rd & whole 4th qtr),positive
i still don't understand the joke behind motor boatin'......i'll ask tom tomorrow morning. (wink-wink),negative
stoke will make a january move for blackburn's martin olsson and newcastle are fighting napoli and roma for rive...,neutral
"track down one gary ablett and check the go with the lovely lauren. don't fail me lol, i may need to frock up for the brownlow",neutral
demba ba injury not so serious so he should be fit for liverpool this sunday lets hope he scans ok that's the main thing,negative
on monday im going to eat so much you might as well call me jordan and ally. im so fucking hungry.,neutral
some analysts are beliving that tony romo will have a win against the falcons sunday night...yeah ok.,positive
whoever is sat next to me tomorrow beware. if we score you may get raped like when tim howard scored.,negative
get big ben off the field on 3rd down i'm convinced we win. everything changes. i'm depressed now,negative
we declare heaven is invading nlc for october 31 outreach. father as it is n heaven we say so it is n r outreach. sick will be healed,positive
"great weekend...roll tide victory, browsed flea market (played with all the animals), now work...monday...chilly monday... :-/",positive
ike taylor is the worst starter in the nfl....he must work hard & finish 1st in all sprint drills...how is he still starting?,negative
"exactly, we play again this friday and saturday, against bucks and the wizards",neutral
"texas,houston when i meet with him tomorrow i will tell him how many copy's i need would you like one with a case or no case",neutral
oh dear howard webb is the referee for the manu v arsenal game on saturday at old trafford.,neutral
i haven't screamed that loud at the tv since sun when the pats kicked it across the pond.,neutral
"serious talk if you and tyler do a dayz thing, i can hook you up with a server. skype :ocdsupertoaster <3 cell : dinner 1st",positive
"the series finale date of gossip girl will be december 17 - they say don't cry because it's over, smile because it h...",positive
call us superstitious...our condo does not have a 13th floor. some wiki thoughts on the origin of that tradition:,negative
"if osu runs something like that little pop pass they did in the sugar bowl a couple years ago, they probably score on this 4th down.",neutral
my 2nd home after new england was california--70 average temperature-- quiet & nice it is here but 6 mos eskimo-lol,positive
chris jericho's have just announced the voodoos & eazy tiger as support for their show at on sat nov 30th!,positive
1/4th of the way through 30 rock season 6. i'm on my way.,neutral
he needs to win against the clippers tomorrow or hell will start to rain down on his ass !,negative
"chalmers is gonna get fined soon, that the 2nd flop so far?",negative
"i'm going to black light burns at underworld, camden in london, united kingdom - feb 14",neutral
and todd!! need to see it! might watch it tomorrow night! firework central round here tonight,neutral
"and with the almost guaranteed draft day swap of picks, the pats will get a 4th rounder back when they inevitably move down in the draft.",neutral
12th annual awareness day marked around the globe via,neutral
why is chris bosh so fuckin' ugly -__- the world may never know.,negative
"i look forward to see you with liam, louis, zayn and harry in ""dancing with the stars"" in france saturday! :)x",positive
"while everyone is out in the freezing cold trick or treating, i sit here watching white collar. yes, this is how i spend my october 31st.",neutral
i rememeber i was an 8th grader & in a while were about to be jr's wow .,neutral
"a never-ending gold rush in china: china, the largest producer of gold, may also become the biggest consumer of ...",positive
were you shocked at how poor sunderland were on tuesday night against a small town from yorkshire ?,negative
jk bless that this sunday is the season finale of downton abbey. i don't know how much more crying i can take.,negative
i wonder how it feels to make every girl in the 8th grade cry...jordan how does it feel?,neutral
winter classic 2013 won't be canceled thursday: the nhl will not be canceling the 2013 winter classic on thursda...,neutral
yeah hawks! going to the ship for the 3rd consecutive year! so proud of everyone -- let's conquer gordon's stupid grass field! !,positive
"oh wordd, ard well say no more, me and andy gone be back up there on the 8th of november,",neutral
only one full day left to look after pat & pipa will land bristol 00.55 thurs morning home by 02.00 hrs,neutral
"lol 7th grade boys, don't tweet about hitting the gym when you're probably just eating cheetos & jackin it to wizards of waverly place",neutral
i want mark's thots comparing/contrasting romney from last nite 2 what may have been santorum; this from santorum supporter,neutral
lsu coach les miles said bcs title game has no bearing on saturday's matchup with alabama,neutral
"as much as i'd like to finish ""red tails,"" i gotta hit the rack. tomorrow's my boss' last day at work after 15...",neutral
"got time for a skype tonight/tomorrow? want a pre game chat, last day in before vacation is saturday.",neutral
the run worked for 3 plays. great. and that drive in the 3rd when tob took it out of glennon's hands in the rz? tob being tob,positive
: and the season begins!!!! plymouth tomorrow to debut our programs!,neutral
"21 to go for alex smith! mt : tom brady wins afc player of the week for the 22nd time in his career, tying peyton manning.",neutral
"the goal-celebration i did when i scored my 2nd goal in the el clasico last sunday is dedicated to ellai, my loved one.",positive
red tails for the 1st time!!!,positive
"""the man who won the sugar bowl may have just won the backyard brawl""",neutral
"tina fey to co-host 2013 golden globes: london, oct 17 : '30 rock' star tina fey is set to reunite with fellow u...",neutral
a midweek storm on the horizon? be aware as this storm may bring significant impacts to new england:,neutral
"all new teen mom 2 this monday, i really wanna see it.",positive
well have to have a defensive stand at the beginning of the 3rd. but lord knows ike taylor will get beat deep,negative
found the game on in aussie!!! even though it's sunday afternoon...roll tide!!!,neutral
what would complete my sunday: the patriots winning and the bumblebees(steelers) losing. :),positive
who ever wins lsu vs bama this saturday is going to the national championship,neutral
have no one to blame in the home opener loss - to the pacers - except themselves. lots of bad shots in the 4th!,negative
what time is it? thurs at 8pm! improv favorite comedy central's bob biggerstaff! $5 with promo code: chili,positive
"ew , school tomorrow , it gets tiring making straight a's -__-",negative
yes i just watched it. it comes in abc and yes i think it would be. new episodes come on abc at 9:00 every thursday,neutral
"peyton manning named afc offensive player of the month. it's his 5th such honor, second to tom brady's 6, tied w/ td.",neutral
"sometimes you have to look at your life and your choices. and yes for the 10th time i will be telling my hairstylist i want ""the zayn malik""",neutral
"lsu needs to do one thing to beat bama. run! and stop the run! win it in the 4th quarter, geaux tigers!!",neutral
"yaaaaay! jason is my fave!!! "" : ...and like that, becomes the 6th act in the top 12! """,positive
watching bad reality television with drew before he leaves for georgia tomorrow. bad reality tv...is that redundant? haha,negative
tomorrow is the justin bieber consert in louisville kentucky i hope i the ollg,neutral
matt flynn may possibly not be as good as peyton manning is but he was the second decision for the miami dolphins. u...,neutral
"come support the show/movement at parkdale high school on oct 26th frm 8-11 w/ aja, dreamteam, hqb, dsb&hib. leave the bullshit at the door.",positive
look for me with my free jordan jefferson sign on college gameday this saturday. fuck bama,neutral
"vallejo this saturday, nov 3rd at concert pub galleria in houston, tx! showtime 10pm. h-town hope to see you there!",neutral
park shin hye will have a fan meeting in the philippines on march! is it true? o.0,positive
"chandler & him were going to trade concords & cool greys, but i was going to tell da'shon to not bring them tomorrow.",negative
jason will prove himself again tomorrow when he sells out stadiums in more record times.,positive
oh i've got tim howard tomorrow as well! how many points you get today?,neutral
you've seen the honey badger video: . now get the pizza: sun-dried to... [pic]:,neutral
"and maybe i'm playing devil's advocate, but the same person may have written the wiki entry as sent out the release.",neutral
monday is going to be so strange when i go back to school to get my gcse stuff,neutral
4th quarter westbrook (honey badger) is going to miss james harden.,negative
"i have to be up by 6:30 tomorrow for the rose parade thingy, the band is playing in it. i don't even like marching!",negative
"if we can find a partner for suarez in jan, great. sterling becomes an impact sub. then in the summer, get a proper 10 and",positive
"i just saw on tv that teen mom 2 is coming out with a new season november 12th, can't wait to see it!",positive
who's getting a picture with chris jericho on friday?,neutral
the are missing your presence down the seam. what happened to the that played in the 1st half of atl game?,negative
"cant tell from up in the upper deck, but looks like tob may be wearing skechers to a fb game...",neutral
teen mom 2 comes back monday. still not as good as the first teen mom tho...,negative
jim brown praises trent richardson - rookie running back trent richardson did more than win sunday's game for the br...,positive
whose goin with me to get those concords in december?,neutral
getting off of twitter for tonight im gonna get on tumblr then bed goodnight oh yeah & i won't be here this weekend so no twitter til sunday,negative
the sit down with peyton was gr8..he opens up alot. tune in sunday on the nfl today on cbs.,positive
pumped too see you in tucson on the 27th dude!!!,positive
"absolutely both gigs, the su casa beach tent is on from 12 noon-7 on saturday if you come to that you'll see rose parade!",neutral
anyone help me i need to write a poem due tomorrow about martin luther king jr.,neutral
"happy motha fuckin birthday to my wife, mi dupes <3 love you so much, thankful your still rockin wit me. may god bless you xoxo",positive
lil mouse and the buffoons that support his foolishness set the black race back 400 years... dr. king didn't march for that foolishness...,negative
"cant wait to go meet the cast of being human on tuesday. be jealous, bitches.",positive
the department of labor on mlk in atlanta is having a job fair november 8th 10: 00 am to 2: 00pm even doing on the spot interviews,neutral
"oct 30 1974- the rumble in the jungle boxing match between muhammad ali and george foreman takes place in kinshasa, zaire",neutral
went for tea at claridges on tuesday morning with someone who used to go to elvis' place in bel air for jamming sessions.,neutral
"watching underworld with jace, having a pretty nice sunday.",positive
"top sec teams have chance to play in the cotton bowl and jan. 1 games: capital one and outback. as for the pac-12: alamo, sun, holiday, etc.",neutral
white collar returns in january??? are you kidding me?! >:-[,neutral
need to get myself the muhammad ali hoody from ...payday tomorrow,neutral
david bowie may be the first celeb i've seen who could make mugshots look like a photoshoot for calv,positive
"el classico, a few minutes of louis walsh crying about something then homeland, not a bad sunday nights viewing",positive
black dude just set civil rights movement back 300 yrs. dr.king is rolling in grave wishing he'd called in sick 4 that march in dc.,neutral
kirk is true that your a twisted sexuall killer from the 4th dimension?,negative
"reminder for pca students, smalls groups will be packing up the operation christmas child shoe boxes tomorrow, so bring in your stuff!",neutral
enjoy your last night in swansea! thursday is all about sin city,positive
": f2 dubai 3 nov, 7pm onwards with , some vps, and directors! check fb for details!",neutral
"five weeks of intense rehearsals almost complete! last rehearsal day tomorrow before the jbsa cast travels to singapore! ""take a bow!!",positive
ben has said his 1st sb he played like shit and against the packers he played ok but 3 picks hurts,negative
november 2nd: google doodle honoring the birthday of the nobel prize awarded greek poet odysseas elytis. morning tweeps,neutral
beingsalmankhan is wearing being human t. shirt in po po song of .. which is very special thing... he is doing it 4 1st time on screen,positive
going to baylor on the 9th,neutral
really debating florida. need to look at a few more sources and color it tomorrow.,neutral
only my brother would lose his ipod the 2nd day he gets it,negative
yay teen mom 2 starts monday! but the only reason i watch it is for :),positive
the only good thing about this entire day is that notre dame was ranked 3rd to go to the national championship,positive
i may have over did the score but i still think alabama is gunna win,neutral
"wow, colin powell going to cmu for mlk jr. celebration in january. that's cool. a big name for little cmu.",positive
ima see u sunday when you get to atl,neutral
is announcing an award the same as presenting it? b/c k is announc it 11/1 but what about the actual golden globes show in january?,neutral
"during those 33 years, iowa's winning percentage among teams from the bcs leagues plus strong independents ranks 24th (29th on the whole)",neutral
q1 1:45. trent richardson rushed right to the cleveland 43 for 1 yard. 3rd & 2.,neutral
"sandy is expected to make landfall sometime monday night along the new jersey shore, bringing 3 to 6 inches of...",neutral
"hi , you are inspires me and so may fans !!!! i need you here in brazil !!!!!! you read the casual vacany ???",positive
"this is so wrong, david! but here in brazil you already got the x factor! dont worry, brazilian boy :) c'mon!",negative
""" : falsely claimed he saw his father march with martin luther king jr. """,negative
midnight phone call from filling me in about his mad antics tonight! may as well start calling him muhammad ali from now on..,neutral
looks like im gonna be watching kevin hart: laugh at my pain for like the 20th time lol,neutral
actually todd here is starving for a theocracy; nothing new under the sun. fox fans those flames. easy to sell fear,negative
geaux tigers! i'll be in death valley saturday night for the game of the century iii,positive
are y'all going to come jam with the contraband tomorrow?,neutral
"i should go to mc and sc game tomorrow , just so that i can brag on the bearcat and complain about what both teams do.",neutral
you a pats fan yet after seeing the best in the business on sunday?,neutral
haha aight...i also semi trust alex smith now after he covered on monday like that,positive
"i swear i'm just gonna kirk if somebody come out their mouth wrong tomorrow, cause i can't take that shit no more",negative
i may be a patriots fan but i was really hoping the cowboys would win.....i really hate the giants....with all my heart....and more...,negative
"""hey, you're missing beauty and the beast, vampire diaries & grey's anatomy right now on tv. saturday is merlin"" -",neutral
emile heskey scores two goals for the newcastle jets in win over the victory | herald sun: via,neutral
"breaking: i just learned ""on to"" is two words. it's like 2:30am and i have a stomachache. skype tomorrow? goodnight lovely!",negative
"best attitude for living: ""my pain may be the reason for somebody's laugh, but my laugh must never be the reason for somebody's pain.",positive
"apple filed its annual 10-k report with the sec for fy2012 on wednesday, showing just how much the company has grown.",positive
praying wednesday can beat manager less rovers. hoping jordan rhodes forgets he put 4 past us last season!,neutral
"if you are looking for a laid back guy, consider wisconsin. share him please, your share may be the one to save...",neutral
lakers notebook: nash listed as doubtful for showdown with clippers: steve nash and kobe bryant sat out ...,negative
manchester united can return to the top of the english premier league on saturday should they defeat ar...,positive
im pumpkin carving again and watching the alabama vs. lsu game saturday night!,neutral
"get ur excuses in early lol"" : cant see us beating west ham on sat not now that howard webb is on loan to the hammers for the game""",negative
you know you are desperate of answer when you see the 2nd page of google.,negative
may consider watching it tomorow then. daniel radcliffe good in it like?,positive
"starting the 2nd season of being human, lol, that was quick",positive
"it's friday! and if you ignore rebecca black, you'll be coming down to camberwell for some friday night hobby....",neutral
we both did.but it was so good.ithink the best part was when we were hiding from &tyler since we sat together.,positive
"welp, i made it to dallas... even the speed limits are bigger in texas o.o tomorrow, sat, sun... interviews!!! keep an eye out :)",positive
miss you - aaliyah on repeat. too many lost ones pop in my mind. tribute to them may be on the way from me...look out,negative
flight from vancouver to montreal. view right window. flying high above the clouds into the sun.,neutral
this week has been a good week. got the nba package free on direct tv until nov 6th. nba is fantastic!!!!,positive
snow white and the huntsman director rupert sanders may direct tom cruise in van helsing,neutral
still yet to get really excited for anfield on sunday.......surely the run must end sometime???,positive
"very gruesome terrible injury for marcus lattimore (2nd year in a row) be strong, the injury was similar to mcgahee from 2003 fiesta bowl.",negative
former lsu qb jordan jefferson was arrested w/ the honey badger. daddy miles can't save you this time and let you start on saturday.,negative
"except for the part where because of lack of depth we also had to play gerrard, suarez for a bunch, which may screw us....",negative
"the patriots are scheduled to hold just one practice thid week, on thursday. players are off wednesday and friday.",neutral
penalty goal kick by bronwyn corrigan of queens misses on final play of 1st half. st. fx leads queens 21-3 at the half.,neutral
""" : don't think i'm going to school tomorrow."" school's gonna crack tomorrow",negative
"ba facing fitness fight: demba ba is rated as '50-50' to make newcastle united's trip to liverpool on sunday, wi...",neutral
adventure time with aaliyah tomorrow yipeee cant wait :') andami naming pupuntahan bwahaha,positive
""" : i don't care i'm bringing out the concords tomorrow."" don't !!!!!!!",negative
totally thought today was sunday and tried to find the patriots game,neutral
clearly for the packers game. dec 23. and yes. i love vests. ??????,positive
off to do my vlog. watching devil inside and journey 2 the mysterious island tomorrow...:,neutral
hope they ask and talk about philippines tomorrow asddgffghj,neutral
"out of curiosity, is your hard drive official xbox hardware or is it 3rd party? ^ji",neutral
the most tragic part about missing tvd is that i have to wait until tuesday to watch it...,negative
did you know there is another volvo out there with a hib plate spotted on the m20 on wednesday evening?,neutral
i wanna go crazy with zayn till we see the sun...,neutral
celtics game tomorrow night at 7:30!! how about a hometown win!,neutral
i liked a video ricky gervais talks 10th anniversary the office with brad blanks in new york city,positive
"love me some aaliyah, may she rest in peace.",positive
"oh, is fox lying and be racist? huh, so it's a typical thursday then.",negative
kanye & kim as batman and catwoman may be the hottest thing ive ever seen,positive
it's a city in california and we march the rose parade on new years and the disney land parade,neutral
fx has the best thursday night lineup. in fact fx has the best shows on television probably from tuesday- thursday,positive
lead / enquiry posted on 02 nov 2012 11:11:09: can i have the onkyo service centre in singapore? thanks. rgds,neutral
i kind of tried... but ipod soooo i'm just gonna sleep tomorrow or something :'),positive
you mean 1st? and okay you're gonna have a hard time persuading people that you dont like tyler with that name,negative
hope i can go to the pca game with my bestie tomorrow:)),positive
the recipient of the cecil b. demille award in the golden globe awards?the hfpa board of directors' choice to be announced thursday morning.,neutral
"who sings ""ya know i like my chicken fried. cold beer on a friday night. pair of jeans that fit just right and the radio upppp"" ??",positive
"that moment when i didn't realize that was going to be in georgia tomorrow, and it's my dad's birthday. -__-",neutral
"jon huntsman, jr. is speaking tomorrow at the university of akron. will be there!!!",positive
"hopefully this is the turning point for arsenal, push on from here.. but if everton keep it up i may change that as i'd love top 4",positive
good luck this sunday night vs the 7-0 falcons but you can win the history is on or side and tony romo has never lost to them,positive
martin luther king; elizabeth 1st; the girl with the short skirt in mcdonalds; my grandaughter. (4 boys.) -,positive
well doctors said i have some kind of bug &it's probably best i don't go to school until monday its a good thing too,negative
i'm sick with something ill be at school on monday though,negative
it's 3 ferry friday between torpoint and plymouth with waiting times upto 10 minutes. [pc],neutral
i know it's only november but i've already decided to be lana del rey next halloween when my hair is natural brown,positive
so wish i lived in philly! have a great show tomorrow night!! hope one day to see you in st.louis!,positive
", should we expect and the crew for an election special in dc on tuesday?",neutral
: 'jordan rhodes (ankle) pulls out of scotland squad for friday's world cup qualifier with wales.' nightmare..,neutral
the opposite of love isn't hate; it's apathy. but why stoke the fires when they may never burn as brightly again?,negative
"tim tebow may have you ""beat"" "" : i think i might be the most famous dude that still jacks off.""",positive
"if my stomach still feels funny tomorrow, i'm going to punch one, or possibly all, of the jordan kids right in the kidneys.",negative
"""white collar launches the second half of season 4 on tuesday, jan. 22""",neutral
"i am manipulative: knightley: los angeles, nov 2: actress keira knightley says although she does not like some t...",negative
this time 18 yrs ago we won our 1st game of the season v west ham thks to a goal from gary ablett. also 1st day in my current job.,positive
"yeah 3rd season has just started.. i'm addicted.. also watching pretty little liars, revenge & once upon a time atm",positive
"8/7/11 stoke beat hajduk split 1-0, 2nd q round of the europa league. the potters' first game in the competition in 37 years.",neutral
idgaf who our girls team playing tomorrow! i'm riding with them! even if they play baylor!,neutral
my last day at bobs is the 4th.. i think i'm going to georgia in a couple weeks..,neutral
"if you google ""fresh prince costume"" i'm the 3rd picture!",neutral
"you ""apparently"" saw miss america n alex getn wed. isn't this correct?? c'mon psychic? speak?",neutral
people are researching the wolf crash to try and make sc racing safer. if anyone found his gopro contact me or brian sperry. it may help.,negative
can't wait for the knicks to beat the heat tomorrow,positive
"blog: nbc replaces tomorrow's ""animal practice"" with new ""30 rock""",neutral
"oh! wow! i must see it then... daniel radcliffe is not one of my fave actors, but this may help me overcome my aversion... :d x",positive
"""i once told harry i was leaving the band on february 30th. he cried for hours until he realised there is no february 30th"" - zayn malik,",positive
"ugh, the cotton bowl last sat was almost better than today. almost. ( hewlett packard (txn04))",positive
kirk should be messaging you by tomorrow latest :) we've just been tryna brainstorm again.,neutral
"on sunday night, does dick lebeau expect to match ike taylor up with a.j. green? because i don't think that's gonna work in our favor.",negative
"sunwood will be at pip tomorrow, outside dc. come and try on the new autumn wraps that will take you to and from...",neutral
"a whole day of maths, i have to endure this on monday:(",negative
"might not be able to get a free taco tomorrow. as napoleon dynamite would say, dang it!",negative
i want to go to the battle of the bands/ drumlines at cotton bowl november 11th!,positive
that's going to be wicked with no fireworks! haa :) i've got zumba sat then going propaganda in the eve busyy :)),positive
"school tonight until 10:30, fire academy tomorrow from 6am to 4pm and than 6am until 10pm",neutral
happily living my love life with muhammad ali on every 13th,positive
my mums going to liverpool shopping tomorrow and i'm working. damn,neutral
. azhar ali's 157 vs england in the 2nd innings of the 3rd test in dubai wins best batting performance of the year by a pakistani in tests.,positive
around the nfc west: racking up awards: alex smith was named the nfc's offensive player of the week wednesday. ...,neutral
this whole time i'm thinkin why the heck is everyone keeps talkn bout the niners but i forgot its monday night football lmao,neutral
"videos of our rehearsals, videos of our performance at disneyland at end of dec, videos of us at the actual rose parade on new years day...",neutral
happy single awareness day at official forever alone day - february 14 =))),positive
..lefraud can not carry his team in dah 4th qtr!! we've seen it time an again! he looks for miller and chalmers...etc!,negative
"in the second game, texas tech beat ku 2-0. if defeats baylor, then tech awaits on friday",neutral
may i have rob pattinson with a side of daniel radcliffe ???(:,positive
1968 comeback special elvis...a tour de force! don't miss the show on sunday. tickets still available.,positive
"i'm going to the xx at rialto theatre in tucson, az - feb 17",neutral
if you struggle reconciling total and implicit faith in a god you've never seen you may not want to miss this weekend at nlc. no fear part 3,positive
after the orange bowl do you think anyone wants to watch them on thursday? seriously though clemson doesn't pull outside sc,neutral
heading into this sunday im in trouble at the te spot vernon davis is on the bye fred davis is on ir and finley is q'able,negative
did you know? tony romo has the best winning % of any qb in nfl history in november (minimum 15 starts). dallas will beat the falcons sunday,positive
"what the crap, nbc? the voice does not belong on thursday nights. i need my 30 rock, parks and red, and the office. and i want !",negative
bless ya i had a poster presentation yesterday. i like fancy dress too :) coming out to newcastle pub crawl with us next tues?,positive
"heard kicker gould is on show tomorrow, can you ask if he was happy being drafted by patriots, & did he want to stay w/pats?",neutral
"watched ""devil inside"" and ""paranormal activity"" ..... yes i'm definitely going to church sunday morning!",positive
"chicken, basketball, and you ratchet hoes?! new thursday tradition.",neutral
i may not make it to anatomy in the morning due to a wd40 overdose,negative
hustle season december christmas jan 3 nyelle bday party gotta be the shit i'm ready lbs,positive
tom brady is named the afc offensive player of the week for the 22nd time in his career. it ties peyton manning for the most pow honors,positive
wrong. friday - rebecca black. are you some special kind of stupid? ugh,negative
10th anniversary of tony pulis taking charge at stoke. no matter what people say you cannot deny the bloke has done a great job,positive
trent richardson is the bad-weather back the cleveland browns have long needed: bill livingston's mon...,negative
"no man, thank you. philly plays you guys on march second (where i'm from) i'd love to meet you man!",positive
"going shopping for little miss parks tomorrow , like she need anything else !",neutral
"for 3 hours once a year, shares a birthday with because its the 2nd in michigan but still the 1st in california! :d",positive
"after watching the raptors first hand today, they definitely in contention for the 8th seed. they were better than the pacers today.",positive
i just looked at uva's sat requirements and such... im definitaly not getting in straight up. lawl at me. looks like im going to transfer.,negative
the clippers getting the 3rd or 4th spot in the west........lamar odom is going to be a factor,neutral
wrong! amazing show. won the golden globe in january. sorry son!,positive
he's back saturday but in the pm. i can't promise a kid-free skype but avery usually is better behaved when it's just me,neutral
busy day with dog walks tomorrow. i love all my little odd jobs. happy it's finally cooled off in los angeles.,positive
hanging at dia waiting for my flight to los angeles. i'm sure the delay has something to do with . usc-oregon game saturday!,neutral
""": tom brady wins afc offensive player of the week for 22nd time.""... --",positive
we live in the jersey shore area. no power since mon. disgusted with the response of disaster!!!,negative
i should've worn the concords tomorrow. -.- oh well.,positive
lee mason has been dropped by united for saturday's fixture against arsenal. looks like howard webb has been brought back into the team.,neutral
"ou really has nothing play for anymore. screw the sun bowl or cotton bowl. if we aren't in a bcs bowl game, it's a disappointing season.",negative
i am in salt lake training at the moment. going good! si claro papi we will skype tomorrow! miss you no homo,positive
"wrong. i think you're tom, i'm april. obviously. or you're jerry.",negative
aj wants to go to the pacers game saturday if there is any tickets,neutral
the heat is gunna kill the knicks tomorrow,neutral
rft : skype nights! might as well skype with someone who gonna be at the mmg tour at 1st mariner,positive
october 12th will be the anniversary of wizards of waverly place!,neutral
ima be so happy if the lakers beat the clippers tomorrow. ive been hearing too many loud all of a sudden clipper fans,positive
i basically live here. find me on the 4th floor! ( dr. martin luther king jr. library) on,neutral
"how are these fools talking about ""niners are the best team in the nfc"".last time i checked, the giants shat on them. held them to fg in 4th",negative
new post: homeschool friday - beginning of the week we did a little book on martin luther king jr. find the...,neutral
just thinking of the mag on exorcisms u mentioned fri. u need 2 c the documentary the devil inside which is based on true events,neutral
had such a great time lastnight at the pipa 2nd year solos - fantastic to see new talent on stage :d,positive
tomorrow is support the packers day at work. i may wear this little diddy...,neutral
considering expectations going into the yr & the mishandling of 4th qtr vs unc someone should turn the hot water on in tob's beach house.,neutral
i think is my besy player for manchester united then it is robin van persie good luck aginst arsneal at old trafoord saturday,positive
"snow white and the huntsman, then the scream movies with this guy on sunday ( :",neutral
"2 days away from the new england fitness weekend! check in starts friday, 11/2, from 4-7 pm, followed by a mandatory athletes meeting.",neutral
november 1st 2003: cristiano ronaldo scored his first manchester united goal with 18 yrs - 269 days old.,neutral
"asif the next pretty little liars episode is in january, i can't wait so long. the halloween episode was next level tho",positive
foxbusiness: barclays profit driven by investment banking: barclays plc (bcs) wednesday continued to reap the re...,neutral
"just watched my movie, contraband! look 4 me in the movies the bay and flight in theaters & on demand on nov 2!",neutral
louis oosthuizen is now three strokes clear in china - he is playing the 17th hole - phil mickelson remains second on the second day.,neutral
pretty little liars just blew my mind!! was everything i'd hoped for. is it january yet..?,positive
you know i exist! yay! i'm a big fan and so excited to watch mob wives in jan! :),positive
i have maths all day tomorrow +mon and maths gcse on tue then another maths gcse and friday a 3hr english exam,neutral
geaux tigers! hope to see you wearing that purple and gold on saturday nights in death valley!,positive
"the firewall? obama's last stops of the 2012 campaign next monday will be in wisconsin, ohio and iowa -- where his 2008 bid began.",neutral
who left the door unlocked in tuesday's wizards game? our breaks it down.,neutral
make u register for the undergrad summit in atl jan 25-26,neutral
congrats sarah geronimo for winning the best local video artist in 8th ustv student's choice awards.. we are so proud of you...,positive
onto the 9th season of greys anatomy.,neutral
haha i have no1 to play out with until 2moro it's getting better :) newcastle is the best though! ? x,positive
"let me get this straight.. 2nd day of the nba season, and only 2 games were scheduled??? and 1 was postponed? wtf",neutral
spoke to a sheikh from dubai at goodison on sunday with his full costume on i gave him our details he said hell be in touch for lfc glasses,neutral
just had our meeting with angie and george from big brother... we all getting excited about saturday night we...,positive
"happy 2nd birthday firework, you saved me in every single way someone can be saved.",positive
s/o to & hope he has safe travels tomorrow. could use you. doc loves those florida boys.,positive
please justin follow me ! hope everyday ! je t'aime ! can wait to see u in paris for the 1st time ! je t'aime <3,positive
need tailgate tips! how do you keep food warm w/ no crock pot? wanna make buffalo chix dip for wvu game saturday!,neutral
then the 1st song is devils and the time on it is 3:16 and if you look at the bible verse john 3:16,neutral
c'mon big ben! we'll never win the super bowl if you keep throwing a pick six all the time!,negative
"thursday's top 5: one game, five great plays from an exciting night in the nba on thursday.",positive
"i'm a real nigga 1st, get money 2nd break bread with my niggas we like family so respect it-yo gotti",positive
indiana men's 1st basketball game tonight!!! lets go hooisers!!!,positive
should consider a rally towel for the pats game! haven't had that environment at sun life since 08 playoffs!,neutral
had such an epic night. gonna pay for it tomorrow when raw hits newcastle.,positive
i agree but zeller is a great complement to kyrie and andy's style of play is exactly what the 2nd team needs,positive
lana del rey on the 15th of may? (unintentional rhyme) someone must come with!,positive
"nothin friday night b cuz i got a game saturday but saturday night i think i'm hanging out with nick, pat, drake, and ben",neutral
"one of these days the sun is gonna come out again... grey, rainy, cloudy day after day in",neutral
can't wait for january to roll around with raylan givens and some new episodes of justified.,positive
you find her and you may get a reason to stay longer here in philly :-),positive
lol yes look on wiki under the 29th.,neutral
want to see lana del rey in london so much in may!,positive
you get ready 1st. i otw back from school only . on ur skype 1st,neutral
no new grey's or scandal. :( must be a sign that i'm supposed to study for our exam monday... (which i completely forgot about!),negative
and now we have no power! :( i wonder if ces does since it is only two blocks away? kiddos may be coming home from school.,negative
anyone wanna go to a free concert saturday in georgia with me?,neutral
"just notified that steelers can't find hotel rooms in ny so they're leaving sunday morning. thank you, scorecenter, for this breaking news.",neutral
kirk gone acoustic with quentin may 8:00 tonight!!,neutral
some guy sat next to me and tried to start a conversation but then he saw me reblogging 1d stuff on tumblr and left ahahahaha,neutral
"let the debate begin: eli or big ben: when the steelers play the giants on sunday, there will be something swirling...",neutral
q2 3:51. trent richardson rushed right to the cleveland 49 for 12 yards. 1st & 10.,neutral
we are club h disco dancing the night away! thanks jan for dedicating your the devil in disguise by elvis to me!!,positive
a trunk show by pipa & bella & eksms on nov 1st escobar with complimentary cocktail workshop & designer jewelry.rsvp to us,neutral
"heat,celtics,bulls,knicks>rt : who do you have at 4th?",neutral
"even if i knew that tomorrow the world would still go to pieces, i would still plant my apple tree. - martin luther king jr.",positive
